"","name","category_list","market","funding_total_usd","status","state_code","region","city","funding_rounds","founded_at","founded_month","founded_quarter","founded_year","seed","venture","equity_crowdfunding","undisclosed","convertible_note","debt_financing","angel","grant","private_equity","post_ipo_equity","post_ipo_debt","secondary_market","product_crowdfunding","round_A","round_B","round_C","round_D","round_E","round_F","round_G","round_H","first_funding_day","first_funding_month","first_funding_year","last_funding_day","last_funding_month","last_funding_year","post_success"
"3544","Bondsy","|Finance|Peer-to-Peer|Social Commerce|Social Network Media|Curated Web|","Social Commerce",754466,"operating","NY","New York City","Brooklyn",2,"9","6","Q2","2011",754466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13","5","2012","1","7","2012","0"
"3546","Bonfire.com","|Local Advertising|Design|Advertising|Social Media|Search Marketing|Search|","Social Media",5e+05,"operating","CA","Los Angeles","Santa Monica",2,"1","2","Q1","2012",1e+05,4e+05,0,0,0,0,0,0,0,0,0,0,0,4e+05,0,0,0,0,0,0,0,"1","7","2012","1","2","2013","0"
"3547","Bonfyre","|Messaging|Events|Photo Sharing|Mobile|","Mobile",2980000,"operating","MO","St. Louis","St Louis",4,"1","10","Q4","2012",1750000,480000,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2012","23","4","2014","0"
"3548","Bongiovi Medical & Health Technologies","|Hardware + Software|","Hardware + Software",5257545,"operating","FL","FL - Other","Port Saint Lucie",2,"1","1","Q1","2012",0,5257545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","3","2012","22","8","2014","0"
"3550","Bonobos","|Fashion|Shoes|Retail|E-Commerce|","Shoes",127649865,"operating","NY","New York City","New York",7,"1","6","Q2","2007",0,119900000,0,0,0,0,7749865,0,0,0,0,0,0,0,0,0,5.5e+07,0,0,0,0,"1","9","2008","2","7","2014","0"
"3555","Book A Boat","|Online Reservations|Boating Industry|Transportation|Social Bookmarking|","Boating Industry",32000,"operating","DE","DE - Other","Delaware City",1,"1","1","Q1","2014",32000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","9","2014","17","9","2014","0"
"3556","Book Buyback","|Colleges|Textbooks|E-Commerce|","Colleges",1e+06,"operating","UT","Salt Lake City","Sandy",1,"10","9","Q3","2010",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","9","2010","10","9","2010","0"
"3557","Book of Odds","|Education|Content|Big Data Analytics|Curated Web|","Education",2e+06,"operating","MA","Boston","Boston",1,"1","1","Q1","2006",0,0,0,0,0,2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29","1","2010","29","1","2010","0"
"3558","Bookacoach","|E-Commerce|Teachers|Online Scheduling|Sports|","Teachers",5e+05,"operating","IN","Indianapolis","Indianapolis",2,"3","1","Q1","2011",0,0,0,250000,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"31","8","2012","3","1","2014","0"
"3559","Bookalokal Inc.","|Social Network Media|Collaborative Consumption|Travel|Hospitality|","Hospitality",369000,"operating","NY","New York City","New York",3,"1","7","Q3","2012",40000,0,0,0,0,0,3e+05,29000,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","5","2013","6","1","2014","0"
"3560","BookBag","|Education|Textbooks|Mobile|","Textbooks",10000,"operating","CA","Sacramento Valley","Chico",1,"7","4","Q2","2012",10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","12","2012","10","12","2012","0"
"3562","BookBub","|Publishing|E-Books|","E-Books",3800000,"operating","MA","Boston","Cambridge",1,"1","1","Q1","2012",0,3800000,0,0,0,0,0,0,0,0,0,0,0,3800000,0,0,0,0,0,0,0,"1","5","2014","1","5","2014","0"
"3563","Booker","|Local Advertising|Group Buying|Social Commerce|Internet Marketing|Mobile|Web Development|SaaS|Enterprises|Software|","Internet Marketing",4.2e+07,"operating","NY","New York City","New York",2,"1","10","Q4","2010",0,4.2e+07,0,0,0,0,0,0,0,0,0,0,0,14500000,27500000,0,0,0,0,0,0,"19","10","2011","17","4","2013","0"
"3564","BookFresh","|Curated Web|","Curated Web",5e+05,"acquired","CA","SF Bay Area","San Francisco",1,"1","1","Q1","2007",5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","7","2009","28","7","2009","1"
"3565","Bookigee","|Ediscovery|Mobile|Internet|Writers|Textbooks|Publishing|Analytics|","Mobile",637500,"operating","FL","Miami","Miami",2,"1","10","Q4","2010",0,187500,0,0,0,0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","3","2012","23","10","2012","0"
"3567","BookingPal","|SaaS|Leisure|Vacation Rentals|Travel|","Travel",1500000,"operating","CA","Anaheim","Irvine",1,"24","8","Q3","2013",1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","9","2013","19","9","2013","0"
"3570","BookShout!","|Content|Writers|Publishing|Software|","Software",8750000,"operating","TX","Dallas","Plano",3,"1","2","Q1","2011",750000,8e+06,0,0,0,0,0,0,0,0,0,0,0,2e+06,6e+06,0,0,0,0,0,0,"11","2","2011","25","4","2013","0"
"3572","BookTour","|Databases|Search|","Databases",350000,"closed","CA","CA - Other","Lucerne Valley",1,"1","1","Q1","2009",350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","4","2009","17","4","2009","0"
"3573","Booktrack","|Textbooks|Education|Technology|Entertainment|Software|","Textbooks",5e+06,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2010",0,3e+06,0,0,2e+06,0,0,0,0,0,0,0,0,3e+06,0,0,0,0,0,0,0,"18","12","2012","9","4","2014","0"
"3574","Booktrope","|Publishing|E-Commerce|","Publishing",6e+05,"operating","WA","Seattle","Seattle",1,"1","1","Q1","2010",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","12","2013","1","12","2013","0"
"3575","Boom Financial","|Finance|","Finance",33729469,"operating","CA","SF Bay Area","Palo Alto",5,"1","1","Q1","2008",0,27579469,0,0,0,6150000,0,0,0,0,0,0,0,0,0,1.7e+07,0,0,0,0,0,"1","7","2008","18","7","2012","0"
"3578","Boombotix","|Gadget|Consumer Electronics|Hardware|Mobile|Hardware + Software|","Mobile",4e+06,"operating","CA","SF Bay Area","San Francisco",1,"1","4","Q2","2009",0,4e+06,0,0,0,0,0,0,0,0,0,0,0,4e+06,0,0,0,0,0,0,0,"30","1","2014","30","1","2014","0"
"3579","Boomdizzle Networks","|Collaboration|Technology|Music|Curated Web|","Technology",3e+05,"operating","CA","Los Angeles","Los Angeles",1,"1","9","Q3","2008",0,0,0,0,0,0,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2008","1","4","2008","0"
"3581","Boomerang Commerce","|Internet|Retail|E-Commerce|Analytics|","Internet",8500000,"operating","CA","SF Bay Area","Santa Clara",1,"15","7","Q3","2012",0,8500000,0,0,0,0,0,0,0,0,0,0,0,8500000,0,0,0,0,0,0,0,"16","7","2014","16","7","2014","0"
"3582","Boomerang.com","|Facebook Applications|Local|Social Media|Social Commerce|Travel|Curated Web|","Facebook Applications",1560000,"operating","IL","Chicago","Chicago",2,"19","2","Q1","2009",560000,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21","2","2011","23","5","2011","0"
"3583","Boomi","|IaaS|Cloud Computing|SaaS|Enterprise Software|","Cloud Computing",4900000,"acquired","PA","Philadelphia","Berwyn",2,"1","3","Q1","2000",0,4e+06,0,0,0,0,9e+05,0,0,0,0,0,0,0,4e+06,0,0,0,0,0,0,"1","1","2002","1","7","2008","1"
"3584","Boomr","|Small and Medium Businesses|SaaS|Mobile|Software|","Small and Medium Businesses",120000,"operating","CA","SF Bay Area","San Francisco",1,"1","8","Q3","2013",120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","12","2012","20","12","2012","0"
"3585","Boomset","|Events|Event Management|Mobile|","Event Management",151000,"operating","NY","New York City","New York",3,"14","2","Q1","2011",0,0,0,0,0,0,151000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","4","2012","26","12","2012","0"
"3586","BoomTown","|Technology|Real Estate|Sales and Marketing|Software|","Real Estate",20100000,"operating","SC","Charleston, South Carolina","Charleston",1,"1","1","Q1","2006",0,20100000,0,0,0,0,0,0,0,0,0,0,0,20100000,0,0,0,0,0,0,0,"5","9","2014","5","9","2014","0"
"3587","Boomtown!","|Business Services|Tech Field Support|","Tech Field Support",3e+06,"operating","CA","SF Bay Area","Belvedere Tiburon",2,"1","2","Q1","2014",3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2014","25","11","2014","0"
"3588","boomtrain","|Mobile|Email Marketing|Personalization|Software|","Personalization",1966279,"operating","CA","SF Bay Area","San Francisco",2,"1","6","Q2","2012",0,1966279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","11","2012","3","3","2014","0"
"3589","BoomWriter Media","|Education|","Education",479000,"operating","MA","Boston","Cambridge",2,"1","1","Q1","2010",0,479000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2012","2","5","2012","0"
"3591","Boonle","|Freelancers|","Freelancers",1e+05,"operating","NY","Rochester, New York","Rochester",1,"1","9","Q3","2014",1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","11","2014","25","11","2014","0"
"3592","Boonty","|Video Games|Games|","Video Games",1e+07,"acquired","NY","New York City","New York",1,"1","3","Q1","2001",0,1e+07,0,0,0,0,0,0,0,0,0,0,0,0,1e+07,0,0,0,0,0,0,"7","7","2005","7","7","2005","1"
"3594","Booshaka","|Marketing Automation|Advertising|","Marketing Automation",1e+06,"operating","CA","SF Bay Area","Redwood City",1,"1","1","Q1","2012",1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","7","2012","25","7","2012","0"
"3595","Boost Media","|Optimization|Crowdsourcing|Semantic Search|Advertising|","Optimization",30640000,"operating","CA","SF Bay Area","San Francisco",5,"1","1","Q1","2009",1640000,2.9e+07,0,0,0,0,0,0,0,0,0,0,0,2e+06,8e+06,1.9e+07,0,0,0,0,0,"14","3","2011","18","11","2014","0"
"3598","Boostable","|Advertising|","Advertising",3222000,"operating","CA","SF Bay Area","San Francisco",3,"1","11","Q4","2013",3222000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15","1","2014","22","10","2014","0"
"3603","BoostUp","|Incentives|Automotive|Finance|Social Media|Crowdfunding|Curated Web|","Curated Web",1e+06,"operating","MI","Detroit","Detroit",1,"1","1","Q1","2013",1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","10","2013","23","10","2013","0"
"3604","Bootleg Market","|News|Social Media|World Domination|Social Commerce|Peer-to-Peer|Shoes|Fashion|Marketplaces|E-Commerce|","Marketplaces",6e+05,"operating","TX","Austin","Austin",1,"1","7","Q3","2012",0,0,0,0,0,0,6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","7","2012","1","7","2012","0"
"3605","Bootstrap Software","|Consulting|","Consulting",5500000,"operating","NY","New York City","New York",1,"1","1","Q1","1999",0,5500000,0,0,0,0,0,0,0,0,0,0,0,0,5500000,0,0,0,0,0,0,"2","11","2009","2","11","2009","0"
"3607","Booyah","|Social Games|Mobile Games|Mobile|MMO Games|Entertainment|Discounts|Online Reservations|Location Based Services|iPod Touch|Gps|iPhone|Games|","Entertainment",59500000,"operating","CA","SF Bay Area","San Francisco",4,"1","8","Q3","2008",0,59500000,0,0,0,0,0,0,0,0,0,0,0,4500000,5e+06,5e+07,0,0,0,0,0,"30","4","2008","28","3","2013","0"
"3608","bop.fm","|Music|","Music",2e+06,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2013",2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","12","2013","9","7","2014","0"
"3610","Border Stylo","|Software|","Software",27520000,"operating","CA","Los Angeles","Los Angeles",3,"1","1","Q1","2008",0,7520000,0,0,0,0,0,0,2e+07,0,0,0,0,0,0,0,0,0,0,0,0,"7","4","2010","11","8","2011","0"
"3611","Borderfree","|Credit Cards|Online Shopping|Business Services|E-Commerce|","Business Services",11100000,"operating","NY","New York City","New York",2,"1","1","Q1","1999",0,10100000,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,10100000,0,0,0,"1","5","2003","6","7","2012","0"
"3612","BorderJump","|E-Commerce|","E-Commerce",735000,"operating","TN","Nashville","Nashville",5,"1","1","Q1","2008",735000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","2012","12","2","2014","0"
"3613","Borders Group","|E-Commerce|","E-Commerce",2.5e+07,"operating","MI","Detroit","Ann Arbor",1,"1","1","Q1","1971",0,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13","5","2010","13","5","2010","0"
"3614","Boreal Genomics","|Analytics|Biotechnology|","Analytics",24499999,"operating","CA","SF Bay Area","Los Altos",2,"1","1","Q1","2007",0,24499999,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8e+07,0,0,0,0,0,"1","10","2010","4","10","2013","0"
"3617","Bosse Tools","|Home & Garden|Manufacturing|","Home & Garden",350000,"operating","AZ","Phoenix","Scottsdale",2,"1","5","Q2","2012",0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","12","2013","4","8","2014","0"
"3619","BostInno","|News|Journalism|Media|Curated Web|","Curated Web",1300000,"operating","MA","Boston","Boston",1,"1","1","Q1","2011",1300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","6","2011","24","6","2011","0"
"3620","Boston Biomedical","|Biotechnology|","Biotechnology",2e+06,"acquired","MA","Boston","Cambridge",1,"1","1","Q1","2007",0,2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","6","2010","16","6","2010","1"
"3621","Boston Boot","|Fashion|","Fashion",248000,"operating","MA","Boston","Boston",1,"1","1","Q1","2013",248000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","12","2013","5","12","2013","0"
"3622","Boston Engineering","|Design|","Design",2e+05,"operating","MA","Boston","Waltham",1,"1","1","Q1","1995",0,0,0,0,0,0,0,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","5","2014","27","5","2014","0"
"3624","Boston Heart Diagnostics","|Health and Wellness|","Health and Wellness",10286000,"operating","MA","Boston","Framingham",3,"1","1","Q1","2007",0,10286000,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+07,0,0,0,0,0,"23","3","2009","21","9","2010","0"
"3627","Boston Out-Patient Surigal Suites","|Biotechnology|","Biotechnology",160886,"operating","MA","Boston","Waltham",1,"1","1","Q1","2003",0,160886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","5","2009","26","5","2009","0"
"3628","Boston Power","|Technology|Batteries|Clean Technology|","Technology",350600000,"operating","MA","Worcester","Westborough",8,"1","1","Q1","2005",0,195600000,0,0,0,0,0,0,1.55e+08,0,0,0,0,8e+06,15600000,4.5e+07,5.5e+07,6e+07,0,0,0,"1","11","2006","22","12","2011","0"
"3629","Boston Technologies","|Brokers|Trading|Software|","Software",3225000,"operating","MA","Boston","Boston",2,"1","1","Q1","2007",0,0,0,0,0,3225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","6","2011","22","6","2011","0"
"3630","Boston Therapeutics","|Biotechnology|","Biotechnology",2e+06,"operating","NH","Manchester, New Hampshire","Manchester",1,"1","1","Q1","2009",0,2e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","8","2013","7","8","2013","0"
"3631","Boston University","|Education|","Education",7e+06,"operating","MA","Boston","Boston",2,"1","1","Q1","2014",0,0,0,0,0,0,0,7e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","11","2010","29","4","2014","0"
"3633","Bot Home Automation","|Hardware + Software|Security|","Hardware + Software",1e+06,"operating","CA","Los Angeles","Santa Monica",1,"8","7","Q3","2012",1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","12","2013","11","12","2013","0"
"3638","Bottlenose","|Web Development|Video Streaming|Twitter Applications|Big Data|Social Media|Real Time|Search|Ediscovery|Analytics|","Ediscovery",6600000,"operating","CA","SF Bay Area","San Francisco",4,"1","12","Q4","2010",1e+06,3600000,0,2e+06,0,0,0,0,0,0,0,0,0,3600000,0,0,0,0,0,0,0,"1","5","2012","15","1","2014","0"
"3639","Bottomline Technologies","|Software|","Software",1260000,"operating","NH","Portsmouth","Portsmouth",1,"1","1","Q1","1989",1260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","12","2011","5","12","2011","0"
"3641","Boulder Imaging","|Games|","Games",4850000,"operating","CO","Denver","Louisville",4,"1","1","Q1","1994",0,1750000,0,0,0,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","5","2011","21","5","2014","0"
"3642","Boulder Ionics","|Manufacturing|","Manufacturing",4800000,"operating","CO","Denver","Arvada",2,"1","1","Q1","2010",0,4800000,0,0,0,0,0,0,0,0,0,0,0,4300000,0,0,0,0,0,0,0,"27","4","2012","19","11","2013","0"
"3643","Boulder Wind Power","|Clean Technology|","Clean Technology",4.3e+07,"operating","CO","Denver","Boulder",2,"1","1","Q1","2009",0,4.3e+07,0,0,0,0,0,0,0,0,0,0,0,8e+06,3.5e+07,0,0,0,0,0,0,"3","2","2011","19","9","2011","0"
"3645","bounce.io","|Advertising|Email|Security|","Security",4800000,"operating","CO","Denver","Louisville",2,"1","1","Q1","2013",0,4800000,0,0,0,0,0,0,0,0,0,0,0,4800000,0,0,0,0,0,0,0,"1","4","2013","4","2","2014","0"
"3646","Boundary","|Cloud Computing|Enterprise Software|","Cloud Computing",41100000,"operating","CA","SF Bay Area","Mountain View",4,"1","12","Q4","2010",0,41100000,0,0,0,0,0,0,0,0,0,0,0,4e+06,1.5e+07,2.2e+07,0,0,0,0,0,"15","11","2011","3","4","2014","0"
"3647","BoundaryMedical","|Biotechnology|","Biotechnology",1250000,"operating","MN","Minneapolis","Minnetonka",1,"1","1","Q1","2001",0,0,0,0,0,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","5","2009","26","5","2009","0"
"3648","Boundless","|Education|","Education",9700000,"operating","MA","Boston","Boston",2,"1","4","Q2","2012",1700000,8e+06,0,0,0,0,0,0,0,0,0,0,0,8e+06,0,0,0,0,0,0,0,"1","4","2012","5","4","2012","0"
"3650","Boundless Network","|Advertising|","Advertising",1.2e+07,"operating","TX","Austin","Austin",4,"1","1","Q1","2005",0,9e+06,0,0,0,3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2007","9","2","2011","0"
"3651","Bountii","|Shopping|Venture Capital|Search|","Venture Capital",15000,"operating","CA","SF Bay Area","Palo Alto",1,"1","1","Q1","2007",15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","6","2007","1","6","2007","0"
"3653","BountyJobs","|Marketplaces|Human Resources|Recruiting|Curated Web|","Human Resources",29805235,"operating","NY","New York City","New York",5,"14","11","Q4","2006",0,29805235,0,0,0,0,0,0,0,0,0,0,0,3500000,1.2e+07,4799998,4505237,0,0,0,0,"1","1","2006","21","10","2013","0"
"3654","Bountysource","|Crowdfunding|Open Source|Enterprise Software|","Crowdfunding",1100000,"operating","CA","SF Bay Area","San Francisco",1,"22","8","Q3","2012",1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","7","2013","17","7","2013","0"
"3655","Bourbon & Boots","|Marketplaces|E-Commerce|","Marketplaces",520000,"operating","AR","Little Rock","North Little Rock",3,"1","1","Q1","2012",5e+05,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","2","2013","8","10","2013","0"
"3656","Boutique Window","|Curated Web|","Curated Web",650000,"operating","NE","Omaha","Lincoln",1,"1","1","Q1","2012",650000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","6","2013","4","6","2013","0"
"3657","Bovie Medical","|Health Care|","Health Care",10000002,"operating","FL","Tampa","Clearwater",2,"1","1","Q1","1970",0,10000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","5","2010","17","12","2013","0"
"3658","Bow & Drape","|Fashion|","Fashion",1200000,"operating","MA","Boston","Boston",1,"1","1","Q1","2012",1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","1","2014","30","1","2014","0"
"3659","Bowery","|Enterprises|Software|","Enterprises",1500000,"operating","NY","New York City","New York",1,"1","1","Q1","2013",1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21","10","2014","21","10","2014","0"
"3660","Box","|SaaS|Cloud Computing|Storage|Flash Storage|File Sharing|Web Hosting|","File Sharing",564059999,"operating","CA","SF Bay Area","Los Altos",12,"1","1","Q1","2005",0,563709999,0,0,0,0,350000,0,0,0,0,0,0,1500000,6e+06,1.5e+07,1.29e+08,1.5e+08,1e+08,0,0,"1","9","2005","1","7","2014","0"
"3661","Box Jump","|Entertainment|","Entertainment",1000,"operating","CA","Los Angeles","Los Angeles",1,"13","6","Q2","2013",0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","11","2013","4","11","2013","0"
"3664","Boxbe","|Social Media|Email|Messaging|","Email",1500000,"operating","CA","SF Bay Area","San Francisco",1,"16","12","Q4","2005",0,1500000,0,0,0,0,0,0,0,0,0,0,0,1500000,0,0,0,0,0,0,0,"9","1","2007","9","1","2007","0"
"3665","Boxbee","|Collaborative Consumption|Storage|Public Transportation|","Public Transportation",2300000,"operating","CA","SF Bay Area","San Francisco",3,"1","1","Q1","2012",2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2013","16","4","2014","0"
"3666","BoxCast","|Photography|","Photography",250000,"operating","OH","Cleveland","Cleveland",1,"1","1","Q1","2009",250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","7","2013","1","7","2013","0"
"3667","BoxCat","|Mobile|Games|","Mobile",250000,"operating","CA","Los Angeles","San Gabriel",1,"27","3","Q1","2012",250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18","1","2012","18","1","2012","0"
"3668","Boxed","|Mobile|Wholesale|Shopping|Apps|Mobile Shopping|Mobile Commerce|Software|","Mobile Commerce",7600000,"operating","NJ","Newark","Edison",2,"1","6","Q2","2013",1100000,6500000,0,0,0,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,0,"22","8","2013","13","5","2014","0"
"3669","Boxer","|Messaging|","Messaging",3e+06,"operating","TX","Austin","Austin",1,"1","1","Q1","2012",0,3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","10","2013","16","10","2013","0"
"3670","Boxfish","|Software|Content|Television|Social Television|Real Time|Search|Analytics|","Software",1e+07,"operating","CA","SF Bay Area","Palo Alto",2,"1","1","Q1","2011",0,1e+07,0,0,0,0,0,0,0,0,0,0,0,3e+06,7e+06,0,0,0,0,0,0,"30","7","2011","17","3","2014","0"
"3671","BoxFox","|E-Commerce|","E-Commerce",40000,"operating","IN","Indianapolis","Indianapolis",1,"1","1","Q1","2013",40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","8","2013","23","8","2013","0"
"3672","Boxstar Media","|Advertising|","Advertising",611000,"operating","TX","Dallas","Dallas",1,"1","1","Q1","2011",0,611000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","9","2011","1","9","2011","0"
"3673","BoxTone","|iOS|Android|iPad|iPhone|Mobile Devices|Mobile|Telecommunications|Enterprise Software|","Android",13514000,"acquired","MD","Baltimore","Columbia",4,"1","1","Q1","2005",0,13514000,0,0,0,0,0,0,0,0,0,0,0,0,7500000,0,0,0,0,0,0,"31","8","2009","28","3","2012","1"
"3674","BOXX Technologies","|Manufacturing|","Manufacturing",1e+05,"operating","TX","Austin","Austin",1,"1","1","Q1","1996",0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,1e+05,0,0,0,0,0,"12","4","2011","12","4","2011","0"
"3676","BPG Werks","|Automotive|Clean Technology|","Clean Technology",1700000,"operating","MA","Boston","Cambridge",2,"1","1","Q1","2008",0,1700000,0,0,0,0,0,0,0,0,0,0,0,1250000,0,0,0,0,0,0,0,"1","1","2009","1","6","2010","0"
"3677","BPL Global","|Services|World Domination|Internet|Software|","World Domination",81299969,"acquired","PA","Pittsburgh","Sewickley",6,"1","1","Q1","2004",0,78699969,0,0,0,2600000,0,0,0,0,0,0,0,0,0,2.6e+07,1499969,0,0,0,0,"15","2","2007","6","12","2012","1"
"3678","BrabbleTV.com LLC","|Advertising|","Advertising",780500,"operating","NY","New York City","New York",1,"1","1","Q1","2011",0,0,0,0,0,780500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","7","2013","11","7","2013","0"
"3681","Braclet","|Analytics|","Analytics",425000,"operating","TX","Houston","Houston",4,"1","1","Q1","2011",40000,0,0,0,0,385000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"13","2","2012","13","11","2014","0"
"3683","Bradford Networks","|Security|","Security",1.4e+07,"operating","NH","Manchester, New Hampshire","Concord",4,"1","1","Q1","1999",0,1.4e+07,0,0,0,0,0,0,0,0,0,0,0,2e+06,8e+06,0,0,0,0,0,0,"21","8","2006","14","5","2012","0"
"3684","Bragg Peak Systems","|Biotechnology|","Biotechnology",2400000,"operating","AL","Huntsville","Huntsville",1,"1","1","Q1","2010",0,2400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29","7","2011","29","7","2011","0"
"3686","Brain Parade","|Software|","Software",8e+05,"operating","CT","Hartford","Stamford",2,"1","1","Q1","2010",0,8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","2","2014","16","6","2014","0"
"3687","Brain Sentry","|Hardware + Software|","Hardware + Software",779000,"operating","MD","Washington, D.C.","Bethesda",3,"1","1","Q1","2011",0,754000,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","4","2012","9","7","2014","0"
"3688","Brain Synergy Institute","|Biotechnology|","Biotechnology",4375802,"operating","TX","Dallas","Irving",3,"1","1","Q1","2012",0,4375802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","3","2013","14","11","2013","0"
"3689","Brain Tunnelgenix Technologies","|Biotechnology|","Biotechnology",2563168,"operating","CT","Hartford","Bridgeport",3,"1","1","Q1","2006",1e+05,2213168,0,0,0,0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,"16","4","2010","17","9","2013","0"
"3692","Brainceuticals","|Biotechnology|","Biotechnology",249506,"operating","TX","Dallas","Dallas",1,"1","1","Q1","2009",0,249506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","9","2010","30","9","2010","0"
